review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes
R106195,P1090,Classic Vitamin Supplements,Health & Household,5,Great purchase!,Excellent build quality. durable and works as expected. exactly as described and works great.,2023-07-09,Yes,8
R106196,P1015,Ultra Self-Help Guide,Books,5,Highly recommend,Easy to use and set up. durable and works as expected. excellent build quality.,2024-06-01,Yes,6
R106197,P1112,Lite Cat Litter Box,Pet Supplies,5,Exceeded expectations,Great value for the price. exactly as described and works great. impressive performance overall.,2023-08-02,Yes,1
R106198,P1075,Max Sneakers,Shoes,5,Very satisfied,Works perfectly and exceeded my expectations.,2023-04-27,Yes,0
R106199,P1095,Prime Air Purifier,Health & Household,5,Highly recommend,Best purchase i've made this year.,2024-08-31,Yes,0
R106200,P1162,Classic Streaming Device,Movies & TV,5,Exceeded expectations,Very happy with this purchase. impressive performance overall. highly recommend this to everyone.,2023-11-13,Yes,2
R106201,P1146,Elite Lawn Chair,Garden & Outdoor,4,Highly recommend,Great value for the price. best purchase i've made this year.,2025-05-25,Yes,0
R106202,P1127,Elite Stapler,Office Products,5,Very satisfied,Impressive performance overall. highly recommend this to everyone. durable and works as expected.,2024-06-21,Yes,0
R106203,P1078,Compact Slippers,Shoes,1,Broke quickly,"Started malfunctioning almost immediately. worse than expected, very frustrating. cheaply made and feels fragile.",2024-12-26,Yes,0
R106204,P1187,Max Paint Roller,Tools & Home Improvement,5,Very satisfied,Impressive performance overall. works perfectly and exceeded my expectations. great value for the price.,2024-01-31,Yes,11
R106205,P1126,Plus Stapler,Office Products,5,Highly recommend,Easy to use and set up. highly recommend this to everyone. best purchase i've made this year.,2025-06-18,Yes,6
R106206,P1135,Pro Baby Carrier,Baby Products,3,Average product,Works fine but nothing extraordinary.,2024-07-27,No,10
R106207,P1041,Plus Yoga Mat,Sports & Outdoors,3,Average product,Reasonable for occasional use.,2025-03-18,No,0
R106208,P1033,Plus Hair Dryer,Beauty & Personal Care,2,Not worth it,"Waste of money, would not recommend. poor quality and not worth the money.",2025-04-16,No,2
R106209,P1069,Plus Socks Pack,Clothing,5,Exceeded expectations,Absolutely love this product. customer service was excellent. best purchase i've made this year.,2023-03-24,Yes,1
R106210,P1099,Pro Hand Sanitizer,Health & Household,5,Great purchase!,Best purchase i've made this year. fast shipping and well packaged.,2023-06-15,Yes,1
R106211,P1096,Deluxe Thermometer,Health & Household,3,It's okay,"Does what it says, nothing more.",2023-09-09,No,1
R106212,P1089,Deluxe Olive Oil,Grocery & Gourmet Food,5,Highly recommend,Great value for the price.,2025-12-25,Yes,5
R106213,P1041,Plus Yoga Mat,Sports & Outdoors,4,Exceeded expectations,Amazing quality for the price.,2024-11-24,Yes,2
R106214,P1043,Max Resistance Bands,Sports & Outdoors,4,Very satisfied,Super comfortable and stylish. great value for the price. amazing quality for the price.,2025-10-01,Yes,3
R106215,P1069,Plus Socks Pack,Clothing,5,Excellent product,Excellent build quality.,2024-03-06,Yes,0
R106216,P1067,Deluxe Hoodie,Clothing,5,Highly recommend,Impressive performance overall.,2025-07-24,Yes,2
R106217,P1034,Max Lip Balm Set,Beauty & Personal Care,4,Excellent product,Amazing quality for the price. very happy with this purchase. excellent build quality.,2025-05-06,Yes,9
R106218,P1148,Prime Solar Lights,Garden & Outdoor,4,Exceeded expectations,Works perfectly and exceeded my expectations.,2023-09-03,Yes,1
R106219,P1035,Essential Lip Balm Set,Beauty & Personal Care,3,Mixed feelings,"It's okay, does the job but nothing special. acceptable but could be improved.",2023-12-05,Yes,0
R106220,P1049,Lite Hiking Backpack,Sports & Outdoors,5,Excellent product,Best purchase i've made this year. highly recommend this to everyone. super comfortable and stylish.,2025-02-28,No,2
R106221,P1145,Smart Plant Pots,Garden & Outdoor,5,Exceeded expectations,Customer service was excellent. exactly as described and works great. impressive performance overall.,2024-03-19,No,0
R106222,P1017,Smart Biography,Books,2,Not worth it,"Worse than expected, very frustrating. cheaply made and feels fragile.",2024-05-24,Yes,0
R106223,P1006,Classic Power Bank,Electronics,4,Excellent product,Great value for the price. absolutely love this product.,2024-02-03,Yes,19
R106224,P1116,Classic Chew Toys,Pet Supplies,5,Excellent product,Absolutely love this product.,2025-01-10,Yes,1
R106225,P1159,Ultra Microphone,Musical Instruments,5,Highly recommend,Easy to use and set up.,2025-08-14,Yes,4
R106226,P1058,Max Action Figure,Toys & Games,1,Broke quickly,Very disappointed with this purchase.,2025-09-02,No,5
R106227,P1070,Essential Running Shoes,Shoes,4,Exceeded expectations,Super comfortable and stylish.,2025-11-25,Yes,0
R106228,P1196,Ultra Ring,Jewelry,3,Does the job,Acceptable but could be improved.,2023-02-24,Yes,1
R106229,P1105,Ultra Seat Covers,Automotive,4,Excellent product,Super comfortable and stylish. absolutely love this product. easy to use and set up.,2023-05-01,Yes,1
R106230,P1044,Max Water Bottle,Sports & Outdoors,3,Mixed feelings,"Does what it says, nothing more.",2023-06-24,No,4
R106231,P1192,Elite Earrings Set,Jewelry,5,Excellent product,Very happy with this purchase.,2024-07-25,Yes,4
R106232,P1062,Pro Jacket,Clothing,4,Excellent product,Best purchase i've made this year. super comfortable and stylish. fast shipping and well packaged.,2025-04-26,Yes,0
R106233,P1033,Plus Hair Dryer,Beauty & Personal Care,3,It's okay,Decent product overall.,2024-11-02,Yes,0
R106234,P1199,Smart Watch,Jewelry,5,Exceeded expectations,Very happy with this purchase. super comfortable and stylish. amazing quality for the price.,2023-08-24,Yes,2
R106235,P1114,Compact Pet Bed,Pet Supplies,5,Highly recommend,Absolutely love this product. excellent build quality. great value for the price.,2023-01-29,Yes,3
R106236,P1141,Plus Garden Hose,Garden & Outdoor,4,Very satisfied,Very happy with this purchase. absolutely love this product. customer service was excellent.,2023-01-07,No,1
R106237,P1072,Compact Sandals,Shoes,5,Exceeded expectations,Amazing quality for the price.,2023-01-25,Yes,1
R106238,P1187,Max Paint Roller,Tools & Home Improvement,3,It's okay,Average quality for the price. decent product overall.,2023-04-07,Yes,1
R106239,P1160,Essential Blu-ray Set,Movies & TV,4,Exceeded expectations,Exactly as described and works great. amazing quality for the price. best purchase i've made this year.,2025-11-22,Yes,0
R106240,P1124,Smart Notebook,Office Products,5,Excellent product,,2024-11-23,No,5
R106241,P1001,Ultra Wireless Earbuds,Electronics,3,Does the job,Reasonable for occasional use. average quality for the price.,2024-11-17,Yes,0
R106242,P1158,Max Microphone,Musical Instruments,5,Very satisfied,Great value for the price. excellent build quality.,2025-04-24,Yes,0
R106243,P1173,Prime Gaming Headset,Video Games,4,Highly recommend,Great value for the price. amazing quality for the price.,2025-10-24,Yes,0
R106244,P1086,Classic Snack Pack,Grocery & Gourmet Food,3,It's okay,"Does what it says, nothing more.",2024-08-12,Yes,4
R106245,P1034,Max Lip Balm Set,Beauty & Personal Care,5,Highly recommend,Highly recommend this to everyone.,2024-07-07,Yes,0
R106246,P1082,Compact Protein Bars,Grocery & Gourmet Food,4,Exceeded expectations,Best purchase i've made this year.,2025-04-01,Yes,0
R106247,P1124,Smart Notebook,Office Products,2,Would not recommend,Stopped working within a week. terrible experience overall.,2024-08-28,Yes,14
R106248,P1051,Ultra Building Blocks,Toys & Games,5,Very satisfied,Impressive performance overall. highly recommend this to everyone. works perfectly and exceeded my expectations.,2025-02-12,Yes,2
R106249,P1008,Compact USB-C Cable,Electronics,5,Excellent product,Very happy with this purchase. best purchase i've made this year.,2025-05-09,Yes,5
R106250,P1188,Essential Tape Measure,Tools & Home Improvement,5,Excellent product,Impressive performance overall. easy to use and set up. fast shipping and well packaged.,2024-10-06,Yes,0
R106251,P1158,Max Microphone,Musical Instruments,3,It's okay,Average quality for the price.,2025-03-20,Yes,3
R106252,P1111,Compact Dog Leash,Pet Supplies,4,Very satisfied,Best purchase i've made this year. great value for the price.,2024-08-16,No,12
R106253,P1129,Max Sticky Notes,Office Products,5,Excellent product,Durable and works as expected. excellent build quality.,2025-07-10,Yes,9
R106254,P1081,Compact Coffee Beans,Grocery & Gourmet Food,3,Mixed feelings,Acceptable but could be improved.,2023-04-18,Yes,5
R106255,P1040,Ultra Yoga Mat,Sports & Outdoors,4,Great purchase!,Durable and works as expected. excellent build quality.,2025-06-02,Yes,13
R106256,P1091,Lite Vitamin Supplements,Health & Household,3,Average product,Meets basic expectations.,2025-06-17,Yes,2
R106257,P1069,Plus Socks Pack,Clothing,5,Great purchase!,Absolutely love this product. highly recommend this to everyone.,2025-09-15,Yes,1
R106258,P1051,Ultra Building Blocks,Toys & Games,4,Excellent product,Fast shipping and well packaged. works perfectly and exceeded my expectations.,2025-07-04,Yes,12
R106259,P1148,Prime Solar Lights,Garden & Outdoor,4,Excellent product,Exactly as described and works great.,2023-10-13,Yes,2
R106260,P1198,Classic Watch,Jewelry,1,Would not recommend,Terrible experience overall.,2025-08-19,No,5
R106261,P1087,Prime Snack Pack,Grocery & Gourmet Food,5,Exceeded expectations,Works perfectly and exceeded my expectations. great value for the price.,2025-03-08,No,1
R106262,P1047,Pro Camping Tent,Sports & Outdoors,1,Would not recommend,Very disappointed with this purchase.,2023-01-10,Yes,2
R106263,P1199,Smart Watch,Jewelry,1,Broke quickly,Arrived damaged and defective. terrible experience overall.,2024-12-15,Yes,0
R106264,P1029,Elite Storage Containers,Home & Kitchen,5,Exceeded expectations,Excellent build quality. great value for the price.,2024-01-07,Yes,0
R106265,P1099,Pro Hand Sanitizer,Health & Household,3,Decent for the price,"It's okay, does the job but nothing special. reasonable for occasional use.",2023-01-02,No,3
R106266,P1085,Compact Green Tea,Grocery & Gourmet Food,1,Would not recommend,Flimsy material and poor stitching. customer service was unhelpful.,2025-04-14,Yes,1
R106267,P1011,Elite Novel,Books,3,Average product,"It's okay, does the job but nothing special.",2024-07-04,Yes,2
R106268,P1062,Pro Jacket,Clothing,5,Highly recommend,Exactly as described and works great. fast shipping and well packaged. best purchase i've made this year.,2023-09-14,Yes,3
R106269,P1082,Compact Protein Bars,Grocery & Gourmet Food,4,Exceeded expectations,Super comfortable and stylish. very happy with this purchase.,2025-06-27,No,0
R106270,P1112,Lite Cat Litter Box,Pet Supplies,2,Not worth it,Started malfunctioning almost immediately.,2023-03-31,Yes,1
R106271,P1006,Classic Power Bank,Electronics,5,Great purchase!,Highly recommend this to everyone. exactly as described and works great.,2024-07-23,Yes,0
R106272,P1063,Compact Jacket,Clothing,4,Exceeded expectations,Absolutely love this product. impressive performance overall.,2023-06-12,Yes,0
R106273,P1169,Ultra Remote Control,Movies & TV,5,Highly recommend,Highly recommend this to everyone. impressive performance overall.,2025-03-04,Yes,3
R106274,P1021,Prime Blender,Home & Kitchen,5,Highly recommend,Super comfortable and stylish. best purchase i've made this year. exactly as described and works great.,2025-10-28,No,5
R106275,P1117,Essential Chew Toys,Pet Supplies,4,Great purchase!,Great value for the price. easy to use and set up.,2025-01-02,No,0
R106276,P1181,Pro Drill Set,Tools & Home Improvement,4,Great purchase!,Customer service was excellent. highly recommend this to everyone.,2024-10-27,Yes,3
R106277,P1095,Prime Air Purifier,Health & Household,5,Excellent product,Exactly as described and works great. impressive performance overall. works perfectly and exceeded my expectations.,2023-11-02,Yes,2
R106278,P1138,Compact Baby Bottles,Baby Products,5,Exceeded expectations,Amazing quality for the price. highly recommend this to everyone. works perfectly and exceeded my expectations.,2023-12-15,Yes,3
R106279,P1092,Plus First Aid Kit,Health & Household,5,Great purchase!,Best purchase i've made this year.,2024-05-28,Yes,2
R106280,P1187,Max Paint Roller,Tools & Home Improvement,5,Highly recommend,Very happy with this purchase. impressive performance overall. amazing quality for the price.,2025-05-06,Yes,0
R106281,P1066,Ultra Hoodie,Clothing,5,Highly recommend,Durable and works as expected. great value for the price. works perfectly and exceeded my expectations.,2023-10-07,Yes,6
R106282,P1056,Compact Board Game,Toys & Games,4,Excellent product,Easy to use and set up. durable and works as expected. customer service was excellent.,2023-11-23,Yes,4
R106283,P1144,Plus Plant Pots,Garden & Outdoor,5,Very satisfied,Absolutely love this product.,2023-09-09,Yes,0
R106284,P1035,Essential Lip Balm Set,Beauty & Personal Care,5,Exceeded expectations,Super comfortable and stylish. absolutely love this product. highly recommend this to everyone.,2025-11-13,Yes,0
R106285,P1199,Smart Watch,Jewelry,5,Very satisfied,Exactly as described and works great. amazing quality for the price.,2023-05-26,Yes,5
R106286,P1170,Compact Game Controller,Video Games,2,Not worth it,Poor quality and not worth the money. started malfunctioning almost immediately.,2025-02-16,Yes,0
R106287,P1075,Max Sneakers,Shoes,5,Excellent product,Exactly as described and works great. very happy with this purchase.,2024-04-17,Yes,1
R106288,P1025,Prime Cutlery Set,Home & Kitchen,1,Poor quality,Terrible experience overall. regret buying this product.,2025-01-28,Yes,2
R106289,P1102,Max Phone Mount,Automotive,4,Very satisfied,Impressive performance overall. customer service was excellent.,2025-03-29,No,0
R106290,P1121,Prime Desk Organizer,Office Products,5,Exceeded expectations,Exactly as described and works great. impressive performance overall. easy to use and set up.,2025-09-11,No,7
R106291,P1011,Elite Novel,Books,5,Excellent product,Fast shipping and well packaged. great value for the price. absolutely love this product.,2024-12-01,Yes,5
R106292,P1035,Essential Lip Balm Set,Beauty & Personal Care,3,Does the job,Meets basic expectations. some pros and some cons.,2024-01-14,Yes,0
R106293,P1093,Essential First Aid Kit,Health & Household,3,Decent for the price,Meets basic expectations.,2025-11-29,Yes,4
R106294,P1034,Max Lip Balm Set,Beauty & Personal Care,5,Highly recommend,Very happy with this purchase. impressive performance overall. amazing quality for the price.,2025-08-16,Yes,3
R106295,P1189,Deluxe Tape Measure,Tools & Home Improvement,5,Great purchase!,Great value for the price. impressive performance overall.,2025-06-01,Yes,3
R106296,P1179,Prime Memory Card,Video Games,4,Very satisfied,Fast shipping and well packaged. super comfortable and stylish. absolutely love this product.,2023-12-15,Yes,1
R106297,P1137,Classic Pacifier Set,Baby Products,2,Would not recommend,Flimsy material and poor stitching. terrible experience overall.,2025-12-13,Yes,0
R106298,P1175,Deluxe Game Console Stand,Video Games,5,Very satisfied,Absolutely love this product. impressive performance overall.,2025-09-07,Yes,1
R106299,P1106,Deluxe Jump Starter,Automotive,5,Great purchase!,Excellent build quality. durable and works as expected.,2024-05-18,Yes,2
R106300,P1022,Deluxe Air Fryer,Home & Kitchen,4,Highly recommend,Excellent build quality. absolutely love this product.,2023-07-02,Yes,1
R106301,P1048,Smart Hiking Backpack,Sports & Outdoors,4,Great purchase!,Easy to use and set up. excellent build quality. impressive performance overall.,2023-06-11,Yes,1
R106302,P1028,Lite Storage Containers,Home & Kitchen,5,Very satisfied,Highly recommend this to everyone. best purchase i've made this year. absolutely love this product.,2024-12-25,Yes,1
R106303,P1136,Ultra Pacifier Set,Baby Products,5,Very satisfied,Fast shipping and well packaged. very happy with this purchase.,2024-10-16,Yes,6
R106304,P1178,Classic Memory Card,Video Games,5,Excellent product,Fast shipping and well packaged. great value for the price.,2025-03-15,Yes,6
R106305,P1019,Elite Notebook Set,Books,4,Excellent product,Excellent build quality. exactly as described and works great.,2025-07-25,No,0
R106306,P1088,Smart Olive Oil,Grocery & Gourmet Food,4,Highly recommend,Super comfortable and stylish. very happy with this purchase.,2024-10-11,Yes,0
R106307,P1115,Lite Pet Bed,Pet Supplies,5,Excellent product,Impressive performance overall. very happy with this purchase. excellent build quality.,2025-07-23,Yes,3
R106308,P1022,Deluxe Air Fryer,Home & Kitchen,2,Not worth it,Does not work as advertised. cheaply made and feels fragile. regret buying this product.,2025-05-18,No,0
R106309,P1110,Deluxe Dog Leash,Pet Supplies,3,Decent for the price,Decent product overall.,2024-12-28,Yes,2
R106310,P1190,Pro Silver Necklace,Jewelry,5,Great purchase!,Exactly as described and works great. best purchase i've made this year. highly recommend this to everyone.,2025-08-08,Yes,5
R106311,P1036,Classic Electric Razor,Beauty & Personal Care,5,Great purchase!,Best purchase i've made this year. exactly as described and works great.,2023-09-09,Yes,0
R106312,P1191,Deluxe Silver Necklace,Jewelry,4,Very satisfied,Works perfectly and exceeded my expectations. customer service was excellent. super comfortable and stylish.,2023-09-22,Yes,0
R106313,P1108,Smart Dash Cam,Automotive,4,Very satisfied,Highly recommend this to everyone. best purchase i've made this year. amazing quality for the price.,2023-12-11,Yes,7
R106314,P1100,Deluxe Car Vacuum,Automotive,5,Highly recommend,Impressive performance overall. very happy with this purchase. highly recommend this to everyone.,2025-06-02,Yes,4
R106315,P1092,Plus First Aid Kit,Health & Household,4,Excellent product,Amazing quality for the price.,2025-07-26,Yes,0
R106316,P1123,Essential Wireless Mouse,Office Products,2,Very disappointed,Started malfunctioning almost immediately. regret buying this product. not as described in the listing.,2023-07-05,Yes,2
R106317,P1001,Ultra Wireless Earbuds,Electronics,5,Very satisfied,Best purchase i've made this year.,2023-06-07,Yes,0
R106318,P1014,Pro Self-Help Guide,Books,5,Highly recommend,,2023-01-19,Yes,4
R106319,P1169,Ultra Remote Control,Movies & TV,4,Highly recommend,Great value for the price. works perfectly and exceeded my expectations.,2023-09-12,Yes,4
R106320,P1093,Essential First Aid Kit,Health & Household,4,Exceeded expectations,Works perfectly and exceeded my expectations. durable and works as expected. absolutely love this product.,2024-12-21,Yes,3
R106321,P1097,Compact Thermometer,Health & Household,5,Exceeded expectations,Easy to use and set up.,2024-07-08,Yes,14
R106322,P1046,Essential Camping Tent,Sports & Outdoors,4,Great purchase!,Absolutely love this product.,2025-03-11,Yes,1
R106323,P1104,Essential Seat Covers,Automotive,3,Decent for the price,Decent product overall.,2024-03-10,No,0
R106324,P1090,Classic Vitamin Supplements,Health & Household,5,Highly recommend,Very happy with this purchase.,2024-08-12,Yes,7
R106325,P1033,Plus Hair Dryer,Beauty & Personal Care,4,Highly recommend,Great value for the price. fast shipping and well packaged.,2023-07-07,No,0
R106326,P1003,Essential Bluetooth Speaker,Electronics,4,Very satisfied,Absolutely love this product.,2024-10-04,Yes,1
R106327,P1152,Compact Keyboard,Musical Instruments,4,Exceeded expectations,Easy to use and set up. highly recommend this to everyone. works perfectly and exceeded my expectations.,2023-11-23,Yes,0
R106328,P1072,Compact Sandals,Shoes,5,Exceeded expectations,Highly recommend this to everyone. excellent build quality. customer service was excellent.,2023-04-11,Yes,0
R106329,P1094,Compact Air Purifier,Health & Household,5,Excellent product,Customer service was excellent.,2024-03-10,Yes,4
R106330,P1063,Compact Jacket,Clothing,4,Great purchase!,Very happy with this purchase.,2025-08-11,Yes,2
R106331,P1067,Deluxe Hoodie,Clothing,5,Highly recommend,Absolutely love this product. highly recommend this to everyone.,2023-06-26,Yes,3
R106332,P1158,Max Microphone,Musical Instruments,4,Very satisfied,Amazing quality for the price.,2023-07-17,Yes,1
R106333,P1044,Max Water Bottle,Sports & Outdoors,5,Exceeded expectations,Best purchase i've made this year.,2024-05-09,No,4
R106334,P1033,Plus Hair Dryer,Beauty & Personal Care,4,Highly recommend,Amazing quality for the price. best purchase i've made this year.,2025-09-29,Yes,0
R106335,P1087,Prime Snack Pack,Grocery & Gourmet Food,2,Very disappointed,"Arrived damaged and defective. waste of money, would not recommend.",2025-06-15,Yes,0
R106336,P1091,Lite Vitamin Supplements,Health & Household,5,Exceeded expectations,Excellent build quality. fast shipping and well packaged.,2024-09-26,Yes,0
R106337,P1027,Deluxe Coffee Maker,Home & Kitchen,4,Highly recommend,Amazing quality for the price. works perfectly and exceeded my expectations.,2025-03-08,Yes,4
R106338,P1027,Deluxe Coffee Maker,Home & Kitchen,4,Highly recommend,Impressive performance overall. best purchase i've made this year.,2024-03-20,Yes,4
R106339,P1147,Lite Lawn Chair,Garden & Outdoor,5,Exceeded expectations,Easy to use and set up. great value for the price. durable and works as expected.,2024-01-03,Yes,0
R106340,P1013,Pro Cookbook,Books,5,Exceeded expectations,Works perfectly and exceeded my expectations.,2023-05-01,No,4
R106341,P1025,Prime Cutlery Set,Home & Kitchen,4,Exceeded expectations,Impressive performance overall.,2024-03-31,Yes,0
R106342,P1145,Smart Plant Pots,Garden & Outdoor,4,Highly recommend,Exactly as described and works great.,2025-08-25,Yes,7
R106343,P1189,Deluxe Tape Measure,Tools & Home Improvement,5,Excellent product,Durable and works as expected. best purchase i've made this year. fast shipping and well packaged.,2024-01-06,No,0
R106344,P1114,Compact Pet Bed,Pet Supplies,5,Excellent product,Excellent build quality. impressive performance overall.,2023-05-24,Yes,1
R106345,P1154,Compact Drum Sticks,Musical Instruments,5,Very satisfied,Easy to use and set up. absolutely love this product. excellent build quality.,2023-08-18,Yes,3
R106346,P1028,Lite Storage Containers,Home & Kitchen,4,Exceeded expectations,Amazing quality for the price.,2024-05-11,Yes,5
R106347,P1092,Plus First Aid Kit,Health & Household,5,Great purchase!,Amazing quality for the price. best purchase i've made this year.,2024-08-12,Yes,2
R106348,P1021,Prime Blender,Home & Kitchen,3,Average product,"Not bad, not great either.",2023-12-30,Yes,5
R106349,P1180,Prime Drill Set,Tools & Home Improvement,5,Exceeded expectations,Easy to use and set up. best purchase i've made this year.,2023-07-01,Yes,0
R106350,P1183,Max Tool Box,Tools & Home Improvement,4,Highly recommend,Easy to use and set up. highly recommend this to everyone.,2025-03-17,Yes,0
R106351,P1055,Essential RC Car,Toys & Games,5,Exceeded expectations,Highly recommend this to everyone. impressive performance overall.,2024-03-06,Yes,3
R106352,P1191,Deluxe Silver Necklace,Jewelry,3,Does the job,Reasonable for occasional use. average quality for the price.,2023-10-29,Yes,6
R106353,P1194,Ultra Bracelet,Jewelry,3,Mixed feelings,"It's okay, does the job but nothing special.",2023-11-04,Yes,4
R106354,P1113,Plus Cat Litter Box,Pet Supplies,4,Highly recommend,Super comfortable and stylish. very happy with this purchase.,2024-10-15,Yes,1
R106355,P1130,Deluxe Baby Monitor,Baby Products,3,Mixed feelings,"Does what it says, nothing more.",2024-10-16,Yes,0
R106356,P1027,Deluxe Coffee Maker,Home & Kitchen,5,Highly recommend,Durable and works as expected.,2024-01-21,Yes,2
R106357,P1095,Prime Air Purifier,Health & Household,2,Very disappointed,Broke after a few days of use.,2023-03-31,Yes,0
R106358,P1015,Ultra Self-Help Guide,Books,2,Would not recommend,"Waste of money, would not recommend. does not work as advertised. terrible experience overall.",2024-12-01,Yes,4
R106359,P1108,Smart Dash Cam,Automotive,5,Exceeded expectations,Amazing quality for the price. impressive performance overall. fast shipping and well packaged.,2025-04-04,Yes,0
R106360,P1105,Ultra Seat Covers,Automotive,5,Highly recommend,Amazing quality for the price.,2024-09-24,No,0
R106361,P1167,Classic Projector Screen,Movies & TV,5,Exceeded expectations,Excellent build quality.,2024-07-15,Yes,7
R106362,P1163,Lite Streaming Device,Movies & TV,5,Highly recommend,Excellent build quality.,2024-08-10,Yes,7
R106363,P1090,Classic Vitamin Supplements,Health & Household,5,Very satisfied,Customer service was excellent. impressive performance overall. best purchase i've made this year.,2025-12-18,Yes,5
R106364,P1197,Prime Ring,Jewelry,5,Exceeded expectations,Fast shipping and well packaged.,2025-04-21,Yes,1
R106365,P1085,Compact Green Tea,Grocery & Gourmet Food,3,Does the job,Acceptable but could be improved.,2025-10-10,Yes,1
R106366,P1193,Ultra Earrings Set,Jewelry,5,Excellent product,Easy to use and set up.,2025-01-20,Yes,0
R106367,P1186,Ultra Paint Roller,Tools & Home Improvement,4,Very satisfied,Exactly as described and works great. durable and works as expected.,2025-01-05,Yes,1
R106368,P1144,Plus Plant Pots,Garden & Outdoor,3,Does the job,"Reasonable for occasional use. not bad, not great either.",2025-04-23,Yes,2
R106369,P1163,Lite Streaming Device,Movies & TV,5,Highly recommend,Super comfortable and stylish.,2025-07-05,Yes,4
R106370,P1039,Ultra Body Wash,Beauty & Personal Care,5,Very satisfied,Durable and works as expected.,2024-07-11,Yes,2
R106371,P1163,Lite Streaming Device,Movies & TV,4,Great purchase!,Works perfectly and exceeded my expectations.,2023-11-24,Yes,0
R106372,P1032,Classic Hair Dryer,Beauty & Personal Care,5,Exceeded expectations,Works perfectly and exceeded my expectations. super comfortable and stylish.,2024-11-24,Yes,0
R106373,P1150,Prime Acoustic Guitar,Musical Instruments,2,Would not recommend,Cheaply made and feels fragile. regret buying this product. started malfunctioning almost immediately.,2025-07-17,Yes,4
R106374,P1058,Max Action Figure,Toys & Games,3,It's okay,"Not bad, not great either. reasonable for occasional use.",2024-07-13,Yes,1
R106375,P1036,Classic Electric Razor,Beauty & Personal Care,1,Very disappointed,Stopped working within a week. does not work as advertised.,2024-01-14,Yes,0
R106376,P1120,Smart Desk Organizer,Office Products,3,It's okay,"Does what it says, nothing more.",2024-03-27,Yes,0
R106377,P1039,Ultra Body Wash,Beauty & Personal Care,5,Excellent product,Durable and works as expected.,2023-10-20,Yes,5
R106378,P1158,Max Microphone,Musical Instruments,4,Highly recommend,Fast shipping and well packaged.,2024-09-29,No,6
R106379,P1171,Essential Game Controller,Video Games,3,Average product,Reasonable for occasional use.,2023-12-07,Yes,1
R106380,P1094,Compact Air Purifier,Health & Household,3,Does the job,Average quality for the price.,2025-03-18,No,2
R106381,P1142,Elite Patio Umbrella,Garden & Outdoor,4,Very satisfied,Absolutely love this product. amazing quality for the price.,2024-11-03,Yes,2
R106382,P1013,Pro Cookbook,Books,5,Exceeded expectations,Amazing quality for the price. very happy with this purchase. excellent build quality.,2025-10-18,Yes,2
R106383,P1175,Deluxe Game Console Stand,Video Games,5,Excellent product,Absolutely love this product. impressive performance overall. amazing quality for the price.,2023-11-16,Yes,8
R106384,P1102,Max Phone Mount,Automotive,4,Excellent product,Exactly as described and works great. impressive performance overall.,2024-09-24,Yes,1
R106385,P1056,Compact Board Game,Toys & Games,5,Great purchase!,Impressive performance overall. best purchase i've made this year.,2024-09-25,Yes,2
R106386,P1104,Essential Seat Covers,Automotive,3,It's okay,Some pros and some cons.,2025-12-20,Yes,1
R106387,P1148,Prime Solar Lights,Garden & Outdoor,4,Very satisfied,Fast shipping and well packaged.,2023-12-05,Yes,1
R106388,P1047,Pro Camping Tent,Sports & Outdoors,3,Average product,"Not bad, not great either. works fine but nothing extraordinary.",2023-10-20,Yes,7
R106389,P1188,Essential Tape Measure,Tools & Home Improvement,5,Highly recommend,Amazing quality for the price.,2024-09-14,Yes,1
R106390,P1105,Ultra Seat Covers,Automotive,5,Highly recommend,Easy to use and set up. super comfortable and stylish. durable and works as expected.,2025-08-27,No,6
R106391,P1186,Ultra Paint Roller,Tools & Home Improvement,3,Average product,Acceptable but could be improved. works fine but nothing extraordinary.,2024-05-08,Yes,0
R106392,P1064,Deluxe Jeans,Clothing,5,Great purchase!,Exactly as described and works great. impressive performance overall.,2023-04-05,Yes,4
R106393,P1076,Max Boots,Shoes,1,Very disappointed,"Started malfunctioning almost immediately. worse than expected, very frustrating. waste of money, would not recommend.",2023-04-09,No,12
R106394,P1131,Classic Baby Monitor,Baby Products,4,Excellent product,Great value for the price. very happy with this purchase.,2025-03-01,Yes,1
R106395,P1191,Deluxe Silver Necklace,Jewelry,4,Excellent product,Super comfortable and stylish. very happy with this purchase. amazing quality for the price.,2023-12-13,Yes,0
R106396,P1064,Deluxe Jeans,Clothing,5,Highly recommend,Impressive performance overall. highly recommend this to everyone. absolutely love this product.,2025-01-07,Yes,9
R106397,P1109,Max Dash Cam,Automotive,4,Great purchase!,Super comfortable and stylish. fast shipping and well packaged. exactly as described and works great.,2024-04-15,Yes,9
R106398,P1069,Plus Socks Pack,Clothing,5,Excellent product,Easy to use and set up.,2024-04-11,Yes,1
R106399,P1060,Deluxe T-Shirt,Clothing,5,Highly recommend,Very happy with this purchase.,2023-02-26,Yes,1
R106400,P1148,Prime Solar Lights,Garden & Outdoor,5,Very satisfied,Excellent build quality. highly recommend this to everyone. amazing quality for the price.,2023-05-20,Yes,0
R106401,P1165,Essential HDMI Cable,Movies & TV,5,Very satisfied,Amazing quality for the price.,2024-05-22,Yes,0
R106402,P1156,Essential Guitar Strings,Musical Instruments,5,Highly recommend,Customer service was excellent. absolutely love this product. works perfectly and exceeded my expectations.,2023-11-24,No,5
