review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,review_text_clean,review_length,sentiment_score,sentiment_label
R105929,P1116,Classic Chew Toys,Pet Supplies,5,Highly recommend,Works perfectly and exceeded my expectations. easy to use and set up. fast shipping and well packaged.,2023-04-14,Yes,4,works perfectly and exceeded my expectations easy to use and set up fast shipping and well packaged,17,1.0,Positive
R105930,P1021,Prime Blender,Home & Kitchen,5,Excellent product,Durable and works as expected. works perfectly and exceeded my expectations. impressive performance overall.,2024-12-12,Yes,0,durable and works as expected works perfectly and exceeded my expectations impressive performance overall,14,1.0,Positive
R105931,P1168,Prime Remote Control,Movies & TV,5,Exceeded expectations,Customer service was excellent.,2025-04-17,Yes,8,customer service was excellent,4,1.0,Positive
R105932,P1025,Prime Cutlery Set,Home & Kitchen,5,Exceeded expectations,Excellent build quality.,2024-10-16,Yes,0,excellent build quality,3,1.0,Positive
R105933,P1022,Deluxe Air Fryer,Home & Kitchen,2,Would not recommend,Stopped working within a week. does not work as advertised. very disappointed with this purchase.,2025-10-22,No,0,stopped working within a week does not work as advertised very disappointed with this purchase,15,-0.667,Negative
R105934,P1121,Prime Desk Organizer,Office Products,5,Highly recommend,Exactly as described and works great. super comfortable and stylish.,2024-01-17,No,2,exactly as described and works great super comfortable and stylish,10,1.0,Positive
R105935,P1171,Essential Game Controller,Video Games,5,Exceeded expectations,Super comfortable and stylish. impressive performance overall. absolutely love this product.,2023-09-21,Yes,1,super comfortable and stylish impressive performance overall absolutely love this product,11,1.0,Positive
R105936,P1140,Compact Garden Hose,Garden & Outdoor,4,Very satisfied,Absolutely love this product.,2023-03-25,No,2,absolutely love this product,4,1.0,Positive
R105937,P1190,Pro Silver Necklace,Jewelry,5,Very satisfied,Durable and works as expected. works perfectly and exceeded my expectations. super comfortable and stylish.,2023-03-30,Yes,8,durable and works as expected works perfectly and exceeded my expectations super comfortable and stylish,15,1.0,Positive
R105938,P1038,Max Body Wash,Beauty & Personal Care,5,Great purchase!,Durable and works as expected.,2025-12-18,Yes,1,durable and works as expected,5,1.0,Positive
R105939,P1117,Essential Chew Toys,Pet Supplies,5,Excellent product,Customer service was excellent. easy to use and set up. highly recommend this to everyone.,2025-04-12,Yes,5,customer service was excellent easy to use and set up highly recommend this to everyone,15,1.0,Positive
R105940,P1153,Ultra Keyboard,Musical Instruments,4,Highly recommend,Fast shipping and well packaged.,2025-08-26,Yes,0,fast shipping and well packaged,5,1.0,Positive
R105941,P1046,Essential Camping Tent,Sports & Outdoors,3,It's okay,"Reasonable for occasional use. not bad, not great either.",2023-08-20,Yes,0,reasonable for occasional use not bad not great either,9,0.556,Positive
R105942,P1055,Essential RC Car,Toys & Games,5,Highly recommend,Impressive performance overall. very happy with this purchase.,2023-04-02,Yes,0,impressive performance overall very happy with this purchase,8,1.0,Positive
R105943,P1001,Ultra Wireless Earbuds,Electronics,3,It's okay,Acceptable but could be improved. some pros and some cons.,2024-03-28,Yes,1,acceptable but could be improved some pros and some cons,10,0.0,Neutral
R105944,P1019,Elite Notebook Set,Books,5,Highly recommend,Durable and works as expected.,2023-10-14,Yes,1,durable and works as expected,5,1.0,Positive
R105945,P1140,Compact Garden Hose,Garden & Outdoor,5,Highly recommend,Amazing quality for the price. highly recommend this to everyone. fast shipping and well packaged.,2025-07-30,Yes,0,amazing quality for the price highly recommend this to everyone fast shipping and well packaged,15,1.0,Positive
R105946,P1114,Compact Pet Bed,Pet Supplies,2,Would not recommend,Regret buying this product.,2023-03-31,Yes,2,regret buying this product,4,-1.0,Negative
R105947,P1021,Prime Blender,Home & Kitchen,4,Highly recommend,Great value for the price. amazing quality for the price. highly recommend this to everyone.,2023-06-28,Yes,1,great value for the price amazing quality for the price highly recommend this to everyone,15,1.0,Positive
R105948,P1108,Smart Dash Cam,Automotive,2,Very disappointed,"Cheaply made and feels fragile. waste of money, would not recommend.",2023-12-26,Yes,6,cheaply made and feels fragile waste of money would not recommend,11,-1.0,Negative
R105949,P1102,Max Phone Mount,Automotive,5,Very satisfied,Impressive performance overall.,2024-12-29,Yes,0,impressive performance overall,3,1.0,Positive
R105950,P1005,Smart Smart Watch,Electronics,2,Poor quality,Flimsy material and poor stitching. very disappointed with this purchase.,2025-07-18,Yes,11,flimsy material and poor stitching very disappointed with this purchase,10,-1.0,Negative
R105951,P1086,Classic Snack Pack,Grocery & Gourmet Food,5,Very satisfied,Exactly as described and works great.,2023-10-12,No,1,exactly as described and works great,6,0.833,Positive
R105952,P1172,Compact Gaming Headset,Video Games,5,Very satisfied,Exactly as described and works great.,2023-04-28,Yes,4,exactly as described and works great,6,0.833,Positive
R105953,P1185,Pro LED Light Bulbs,Tools & Home Improvement,5,Great purchase!,Works perfectly and exceeded my expectations. absolutely love this product.,2024-12-30,No,1,works perfectly and exceeded my expectations absolutely love this product,10,1.0,Positive
R105954,P1175,Deluxe Game Console Stand,Video Games,4,Great purchase!,Very happy with this purchase. amazing quality for the price.,2025-05-22,Yes,0,very happy with this purchase amazing quality for the price,10,1.0,Positive
R105955,P1081,Compact Coffee Beans,Grocery & Gourmet Food,5,Great purchase!,Works perfectly and exceeded my expectations. customer service was excellent.,2023-12-31,Yes,2,works perfectly and exceeded my expectations customer service was excellent,10,1.0,Positive
R105956,P1133,Lite Diaper Bag,Baby Products,3,Mixed feelings,"Not bad, not great either.",2024-02-19,Yes,7,not bad not great either,5,0.0,Neutral
R105957,P1061,Ultra T-Shirt,Clothing,5,Highly recommend,Customer service was excellent. impressive performance overall.,2024-04-15,Yes,13,customer service was excellent impressive performance overall,7,1.0,Positive
R105958,P1059,Elite Action Figure,Toys & Games,5,Exceeded expectations,Best purchase i've made this year.,2024-07-12,Yes,18,best purchase i've made this year,6,0.833,Positive
R105959,P1187,Max Paint Roller,Tools & Home Improvement,3,Does the job,"Average quality for the price. not bad, not great either.",2025-08-26,Yes,5,average quality for the price not bad not great either,10,0.5,Positive
R105960,P1113,Plus Cat Litter Box,Pet Supplies,5,Great purchase!,Highly recommend this to everyone. excellent build quality. great value for the price.,2025-12-17,Yes,0,highly recommend this to everyone excellent build quality great value for the price,13,1.0,Positive
R105961,P1037,Deluxe Electric Razor,Beauty & Personal Care,2,Poor quality,"Very disappointed with this purchase. waste of money, would not recommend.",2025-04-24,Yes,11,very disappointed with this purchase waste of money would not recommend,11,-1.0,Negative
R105962,P1085,Compact Green Tea,Grocery & Gourmet Food,4,Great purchase!,Impressive performance overall. best purchase i've made this year. fast shipping and well packaged.,2023-02-20,Yes,6,impressive performance overall best purchase i've made this year fast shipping and well packaged,14,1.0,Positive
R105963,P1008,Compact USB-C Cable,Electronics,1,Very disappointed,Poor quality and not worth the money. regret buying this product.,2024-10-23,Yes,0,poor quality and not worth the money regret buying this product,11,-0.909,Negative
R105964,P1139,Classic Baby Bottles,Baby Products,4,Great purchase!,Absolutely love this product. customer service was excellent. fast shipping and well packaged.,2023-04-13,Yes,0,absolutely love this product customer service was excellent fast shipping and well packaged,13,1.0,Positive
R105965,P1048,Smart Hiking Backpack,Sports & Outdoors,5,Exceeded expectations,Exactly as described and works great. customer service was excellent.,2024-05-22,Yes,2,exactly as described and works great customer service was excellent,10,1.0,Positive
R105966,P1106,Deluxe Jump Starter,Automotive,2,Would not recommend,Flimsy material and poor stitching.,2023-01-14,Yes,0,flimsy material and poor stitching,5,-1.0,Negative
R105967,P1181,Pro Drill Set,Tools & Home Improvement,4,Highly recommend,Super comfortable and stylish. highly recommend this to everyone.,2025-08-11,Yes,0,super comfortable and stylish highly recommend this to everyone,9,1.0,Positive
R105968,P1013,Pro Cookbook,Books,5,Excellent product,Durable and works as expected.,2024-07-31,Yes,1,durable and works as expected,5,1.0,Positive
R105969,P1197,Prime Ring,Jewelry,2,Not worth it,Does not work as advertised. arrived damaged and defective.,2023-03-09,Yes,1,does not work as advertised arrived damaged and defective,9,-1.0,Negative
R105970,P1037,Deluxe Electric Razor,Beauty & Personal Care,2,Not worth it,Flimsy material and poor stitching.,2023-01-22,Yes,0,flimsy material and poor stitching,5,-1.0,Negative
R105971,P1191,Deluxe Silver Necklace,Jewelry,3,It's okay,"Acceptable but could be improved. it's okay, does the job but nothing special.",2024-01-12,Yes,5,acceptable but could be improved it's okay does the job but nothing special,13,0.0,Neutral
R105972,P1179,Prime Memory Card,Video Games,5,Highly recommend,Great value for the price. very happy with this purchase. best purchase i've made this year.,2024-03-10,No,5,great value for the price very happy with this purchase best purchase i've made this year,16,1.0,Positive
R105973,P1160,Essential Blu-ray Set,Movies & TV,4,Very satisfied,Super comfortable and stylish. amazing quality for the price. works perfectly and exceeded my expectations.,2025-02-05,Yes,0,super comfortable and stylish amazing quality for the price works perfectly and exceeded my expectations,15,1.0,Positive
R105974,P1027,Deluxe Coffee Maker,Home & Kitchen,5,Very satisfied,Exactly as described and works great. durable and works as expected.,2025-02-06,Yes,3,exactly as described and works great durable and works as expected,11,0.909,Positive
R105975,P1154,Compact Drum Sticks,Musical Instruments,5,Highly recommend,Amazing quality for the price.,2024-05-04,Yes,0,amazing quality for the price,5,1.0,Positive
R105976,P1179,Prime Memory Card,Video Games,1,Poor quality,Broke after a few days of use.,2025-01-13,No,3,broke after a few days of use,7,-0.714,Negative
R105977,P1150,Prime Acoustic Guitar,Musical Instruments,5,Very satisfied,Customer service was excellent.,2024-01-23,Yes,5,customer service was excellent,4,1.0,Positive
R105978,P1166,Prime Projector Screen,Movies & TV,5,Excellent product,Amazing quality for the price.,2024-03-09,No,9,amazing quality for the price,5,1.0,Positive
R105979,P1096,Deluxe Thermometer,Health & Household,4,Great purchase!,Best purchase i've made this year. amazing quality for the price.,2025-11-29,Yes,7,best purchase i've made this year amazing quality for the price,11,1.0,Positive
R105980,P1065,Essential Jeans,Clothing,5,Exceeded expectations,,2024-08-29,No,5,,0,0.0,Neutral
R105981,P1090,Classic Vitamin Supplements,Health & Household,4,Exceeded expectations,Super comfortable and stylish.,2024-02-19,No,0,super comfortable and stylish,4,1.0,Positive
R105982,P1094,Compact Air Purifier,Health & Household,5,Very satisfied,Absolutely love this product. best purchase i've made this year.,2025-02-21,No,1,absolutely love this product best purchase i've made this year,10,1.0,Positive
R105983,P1001,Ultra Wireless Earbuds,Electronics,5,Great purchase!,Highly recommend this to everyone. exactly as described and works great. great value for the price.,2025-08-18,Yes,0,highly recommend this to everyone exactly as described and works great great value for the price,16,1.0,Positive
R105984,P1165,Essential HDMI Cable,Movies & TV,4,Highly recommend,Exactly as described and works great. great value for the price.,2025-07-10,Yes,4,exactly as described and works great great value for the price,11,1.0,Positive
R105985,P1169,Ultra Remote Control,Movies & TV,2,Very disappointed,"Waste of money, would not recommend.",2023-09-21,No,1,waste of money would not recommend,6,-1.0,Negative
R105986,P1161,Plus Blu-ray Set,Movies & TV,4,Great purchase!,Exactly as described and works great. customer service was excellent. super comfortable and stylish.,2023-09-06,Yes,2,exactly as described and works great customer service was excellent super comfortable and stylish,14,1.0,Positive
R105987,P1131,Classic Baby Monitor,Baby Products,3,It's okay,Average quality for the price.,2024-03-27,Yes,5,average quality for the price,5,1.0,Positive
R105988,P1000,Compact Wireless Earbuds,Electronics,4,Exceeded expectations,Best purchase i've made this year. works perfectly and exceeded my expectations. durable and works as expected.,2023-01-08,Yes,7,best purchase i've made this year works perfectly and exceeded my expectations durable and works as expected,17,1.0,Positive
R105989,P1017,Smart Biography,Books,4,Highly recommend,Amazing quality for the price. absolutely love this product. easy to use and set up.,2023-10-06,Yes,0,amazing quality for the price absolutely love this product easy to use and set up,15,1.0,Positive
R105990,P1103,Plus Phone Mount,Automotive,3,It's okay,"Does what it says, nothing more.",2024-12-06,No,0,does what it says nothing more,6,0.0,Neutral
R105991,P1171,Essential Game Controller,Video Games,5,Very satisfied,Super comfortable and stylish. very happy with this purchase. amazing quality for the price.,2025-10-02,No,0,super comfortable and stylish very happy with this purchase amazing quality for the price,14,1.0,Positive
R105992,P1012,Plus Cookbook,Books,4,Excellent product,Highly recommend this to everyone.,2025-08-08,Yes,2,highly recommend this to everyone,5,1.0,Positive
R105993,P1098,Max Hand Sanitizer,Health & Household,4,Excellent product,Great value for the price. works perfectly and exceeded my expectations. easy to use and set up.,2024-11-18,Yes,0,great value for the price works perfectly and exceeded my expectations easy to use and set up,17,1.0,Positive
R105994,P1167,Classic Projector Screen,Movies & TV,5,Very satisfied,Durable and works as expected. exactly as described and works great. highly recommend this to everyone.,2023-02-27,No,8,durable and works as expected exactly as described and works great highly recommend this to everyone,16,0.938,Positive
R105995,P1115,Lite Pet Bed,Pet Supplies,2,Poor quality,Terrible experience overall.,2025-01-11,Yes,0,terrible experience overall,3,-1.0,Negative
R105996,P1144,Plus Plant Pots,Garden & Outdoor,5,Highly recommend,Works perfectly and exceeded my expectations. durable and works as expected. great value for the price.,2023-03-17,Yes,0,works perfectly and exceeded my expectations durable and works as expected great value for the price,16,1.0,Positive
R105997,P1030,Essential Face Serum,Beauty & Personal Care,5,Very satisfied,Fast shipping and well packaged.,2024-05-06,No,0,fast shipping and well packaged,5,1.0,Positive
R105998,P1186,Ultra Paint Roller,Tools & Home Improvement,5,Very satisfied,,2024-08-01,Yes,1,,0,0.0,Neutral
R105999,P1171,Essential Game Controller,Video Games,5,Great purchase!,Great value for the price. fast shipping and well packaged. absolutely love this product.,2025-10-12,Yes,1,great value for the price fast shipping and well packaged absolutely love this product,14,1.0,Positive
R106000,P1108,Smart Dash Cam,Automotive,5,Excellent product,Super comfortable and stylish. highly recommend this to everyone.,2025-05-02,Yes,0,super comfortable and stylish highly recommend this to everyone,9,1.0,Positive
R106001,P1048,Smart Hiking Backpack,Sports & Outdoors,3,Decent for the price,"Does what it says, nothing more. average quality for the price.",2023-09-25,Yes,4,does what it says nothing more average quality for the price,11,0.455,Positive
R106002,P1125,Elite Notebook,Office Products,4,Very satisfied,Amazing quality for the price. highly recommend this to everyone. very happy with this purchase.,2024-07-31,Yes,7,amazing quality for the price highly recommend this to everyone very happy with this purchase,15,1.0,Positive
R106003,P1155,Prime Drum Sticks,Musical Instruments,4,Excellent product,Fast shipping and well packaged.,2024-11-13,Yes,6,fast shipping and well packaged,5,1.0,Positive
R106004,P1078,Compact Slippers,Shoes,4,Highly recommend,Very happy with this purchase.,2025-02-02,Yes,11,very happy with this purchase,5,1.0,Positive
R106005,P1148,Prime Solar Lights,Garden & Outdoor,5,Highly recommend,Amazing quality for the price. customer service was excellent. works perfectly and exceeded my expectations.,2024-12-19,Yes,1,amazing quality for the price customer service was excellent works perfectly and exceeded my expectations,15,1.0,Positive
R106006,P1009,Prime USB-C Cable,Electronics,5,Highly recommend,Durable and works as expected.,2023-05-07,Yes,5,durable and works as expected,5,1.0,Positive
R106007,P1065,Essential Jeans,Clothing,3,Average product,Reasonable for occasional use. average quality for the price.,2025-02-20,Yes,2,reasonable for occasional use average quality for the price,9,1.0,Positive
R106008,P1028,Lite Storage Containers,Home & Kitchen,2,Broke quickly,"Poor quality and not worth the money. not as described in the listing. waste of money, would not recommend.",2024-01-23,Yes,5,poor quality and not worth the money not as described in the listing waste of money would not recommend,19,-0.789,Negative
R106009,P1061,Ultra T-Shirt,Clothing,3,It's okay,Decent product overall.,2024-05-17,Yes,0,decent product overall,3,0.0,Neutral
R106010,P1122,Prime Wireless Mouse,Office Products,4,Very satisfied,Excellent build quality. absolutely love this product. fast shipping and well packaged.,2025-12-22,Yes,2,excellent build quality absolutely love this product fast shipping and well packaged,12,1.0,Positive
R106011,P1188,Essential Tape Measure,Tools & Home Improvement,5,Highly recommend,Customer service was excellent. amazing quality for the price. fast shipping and well packaged.,2024-04-27,Yes,10,customer service was excellent amazing quality for the price fast shipping and well packaged,14,1.0,Positive
R106012,P1084,Elite Green Tea,Grocery & Gourmet Food,4,Highly recommend,Exactly as described and works great.,2023-04-20,Yes,0,exactly as described and works great,6,0.833,Positive
R106013,P1172,Compact Gaming Headset,Video Games,5,Very satisfied,Customer service was excellent. very happy with this purchase.,2024-06-03,Yes,2,customer service was excellent very happy with this purchase,9,1.0,Positive
R106014,P1031,Pro Face Serum,Beauty & Personal Care,4,Excellent product,Great value for the price.,2023-11-19,Yes,1,great value for the price,5,1.0,Positive
R106015,P1170,Compact Game Controller,Video Games,4,Exceeded expectations,Excellent build quality. highly recommend this to everyone. super comfortable and stylish.,2023-09-08,Yes,1,excellent build quality highly recommend this to everyone super comfortable and stylish,12,1.0,Positive
R106016,P1146,Elite Lawn Chair,Garden & Outdoor,5,Highly recommend,Customer service was excellent.,2023-10-09,Yes,2,customer service was excellent,4,1.0,Positive
R106017,P1021,Prime Blender,Home & Kitchen,5,Excellent product,Best purchase i've made this year. amazing quality for the price.,2025-06-02,Yes,2,best purchase i've made this year amazing quality for the price,11,1.0,Positive
R106018,P1002,Pro Bluetooth Speaker,Electronics,3,Does the job,Reasonable for occasional use.,2025-06-18,Yes,5,reasonable for occasional use,4,1.0,Positive
R106019,P1194,Ultra Bracelet,Jewelry,5,Exceeded expectations,Best purchase i've made this year. absolutely love this product. fast shipping and well packaged.,2025-09-14,Yes,0,best purchase i've made this year absolutely love this product fast shipping and well packaged,15,1.0,Positive
R106020,P1126,Plus Stapler,Office Products,5,Great purchase!,Amazing quality for the price. customer service was excellent. durable and works as expected.,2025-07-28,Yes,1,amazing quality for the price customer service was excellent durable and works as expected,14,1.0,Positive
R106021,P1018,Prime Notebook Set,Books,5,Exceeded expectations,Best purchase i've made this year.,2024-03-09,Yes,1,best purchase i've made this year,6,0.833,Positive
R106022,P1081,Compact Coffee Beans,Grocery & Gourmet Food,5,Highly recommend,Fast shipping and well packaged.,2025-10-26,No,0,fast shipping and well packaged,5,1.0,Positive
R106023,P1019,Elite Notebook Set,Books,4,Exceeded expectations,Super comfortable and stylish.,2025-10-10,Yes,12,super comfortable and stylish,4,1.0,Positive
R106024,P1150,Prime Acoustic Guitar,Musical Instruments,5,Very satisfied,Impressive performance overall.,2023-11-20,Yes,0,impressive performance overall,3,1.0,Positive
R106025,P1069,Plus Socks Pack,Clothing,4,Highly recommend,Absolutely love this product. super comfortable and stylish. customer service was excellent.,2025-02-18,Yes,1,absolutely love this product super comfortable and stylish customer service was excellent,12,1.0,Positive
R106026,P1095,Prime Air Purifier,Health & Household,5,Very satisfied,Best purchase i've made this year. fast shipping and well packaged.,2024-01-17,No,4,best purchase i've made this year fast shipping and well packaged,11,0.909,Positive
R106027,P1065,Essential Jeans,Clothing,5,Excellent product,Excellent build quality.,2023-07-25,Yes,2,excellent build quality,3,1.0,Positive
R106028,P1096,Deluxe Thermometer,Health & Household,5,Excellent product,Absolutely love this product. customer service was excellent.,2024-10-07,Yes,1,absolutely love this product customer service was excellent,8,1.0,Positive
R106029,P1102,Max Phone Mount,Automotive,2,Broke quickly,Flimsy material and poor stitching. stopped working within a week. does not work as advertised.,2024-07-12,Yes,2,flimsy material and poor stitching stopped working within a week does not work as advertised,15,-1.0,Negative
R106030,P1027,Deluxe Coffee Maker,Home & Kitchen,5,Great purchase!,Customer service was excellent.,2023-02-02,Yes,4,customer service was excellent,4,1.0,Positive
R106031,P1124,Smart Notebook,Office Products,5,Excellent product,Durable and works as expected. amazing quality for the price. highly recommend this to everyone.,2024-01-31,Yes,3,durable and works as expected amazing quality for the price highly recommend this to everyone,15,1.0,Positive
R106032,P1149,Essential Solar Lights,Garden & Outdoor,5,Great purchase!,Works perfectly and exceeded my expectations.,2023-08-07,No,1,works perfectly and exceeded my expectations,6,1.0,Positive
R106033,P1018,Prime Notebook Set,Books,4,Very satisfied,Very happy with this purchase. best purchase i've made this year. durable and works as expected.,2023-08-21,Yes,11,very happy with this purchase best purchase i've made this year durable and works as expected,16,0.938,Positive
R106034,P1039,Ultra Body Wash,Beauty & Personal Care,5,Very satisfied,Durable and works as expected. excellent build quality. fast shipping and well packaged.,2024-10-19,Yes,1,durable and works as expected excellent build quality fast shipping and well packaged,13,1.0,Positive
R106035,P1078,Compact Slippers,Shoes,4,Great purchase!,Impressive performance overall. best purchase i've made this year. works perfectly and exceeded my expectations.,2023-07-02,Yes,1,impressive performance overall best purchase i've made this year works perfectly and exceeded my expectations,15,1.0,Positive
R106036,P1127,Elite Stapler,Office Products,3,Does the job,Decent product overall.,2025-07-27,Yes,9,decent product overall,3,0.0,Neutral
R106037,P1013,Pro Cookbook,Books,4,Exceeded expectations,Works perfectly and exceeded my expectations. easy to use and set up. exactly as described and works great.,2023-11-27,Yes,6,works perfectly and exceeded my expectations easy to use and set up exactly as described and works great,18,1.0,Positive
R106038,P1077,Deluxe Boots,Shoes,3,Mixed feelings,Some pros and some cons. meets basic expectations.,2023-11-30,Yes,2,some pros and some cons meets basic expectations,8,0.0,Neutral
R106039,P1045,Elite Water Bottle,Sports & Outdoors,1,Would not recommend,Regret buying this product.,2024-11-30,Yes,4,regret buying this product,4,-1.0,Negative
R106040,P1099,Pro Hand Sanitizer,Health & Household,5,Highly recommend,Super comfortable and stylish. impressive performance overall. great value for the price.,2024-05-26,Yes,2,super comfortable and stylish impressive performance overall great value for the price,12,1.0,Positive
R106041,P1001,Ultra Wireless Earbuds,Electronics,1,Very disappointed,"Regret buying this product. worse than expected, very frustrating.",2025-06-29,Yes,0,regret buying this product worse than expected very frustrating,9,-1.0,Negative
R106042,P1075,Max Sneakers,Shoes,2,Not worth it,Stopped working within a week.,2025-02-23,No,1,stopped working within a week,5,-1.0,Negative
R106043,P1159,Ultra Microphone,Musical Instruments,5,Very satisfied,Easy to use and set up. highly recommend this to everyone.,2023-04-12,Yes,2,easy to use and set up highly recommend this to everyone,11,0.909,Positive
R106044,P1012,Plus Cookbook,Books,5,Highly recommend,Absolutely love this product. customer service was excellent.,2025-12-12,No,2,absolutely love this product customer service was excellent,8,1.0,Positive
R106045,P1019,Elite Notebook Set,Books,4,Excellent product,Amazing quality for the price.,2025-01-02,Yes,0,amazing quality for the price,5,1.0,Positive
R106046,P1048,Smart Hiking Backpack,Sports & Outdoors,3,Does the job,Works fine but nothing extraordinary. average quality for the price.,2023-06-24,Yes,5,works fine but nothing extraordinary average quality for the price,10,0.5,Positive
R106047,P1000,Compact Wireless Earbuds,Electronics,5,Exceeded expectations,Great value for the price.,2023-08-07,Yes,0,great value for the price,5,1.0,Positive
R106048,P1102,Max Phone Mount,Automotive,3,Decent for the price,"Not bad, not great either.",2023-03-27,No,6,not bad not great either,5,0.0,Neutral
R106049,P1086,Classic Snack Pack,Grocery & Gourmet Food,5,Great purchase!,Highly recommend this to everyone. best purchase i've made this year.,2025-12-18,Yes,3,highly recommend this to everyone best purchase i've made this year,11,0.909,Positive
R106050,P1085,Compact Green Tea,Grocery & Gourmet Food,4,Highly recommend,Works perfectly and exceeded my expectations. excellent build quality.,2024-02-08,Yes,0,works perfectly and exceeded my expectations excellent build quality,9,1.0,Positive
R106051,P1092,Plus First Aid Kit,Health & Household,5,Excellent product,Customer service was excellent. absolutely love this product. great value for the price.,2024-11-28,No,4,customer service was excellent absolutely love this product great value for the price,13,1.0,Positive
R106052,P1152,Compact Keyboard,Musical Instruments,4,Very satisfied,Fast shipping and well packaged.,2024-10-16,Yes,5,fast shipping and well packaged,5,1.0,Positive
R106053,P1112,Lite Cat Litter Box,Pet Supplies,5,Exceeded expectations,Durable and works as expected. works perfectly and exceeded my expectations. best purchase i've made this year.,2025-08-27,Yes,1,durable and works as expected works perfectly and exceeded my expectations best purchase i've made this year,17,1.0,Positive
R106054,P1144,Plus Plant Pots,Garden & Outdoor,4,Exceeded expectations,Super comfortable and stylish.,2023-12-30,Yes,0,super comfortable and stylish,4,1.0,Positive
R106055,P1077,Deluxe Boots,Shoes,2,Broke quickly,"Very disappointed with this purchase. worse than expected, very frustrating. poor quality and not worth the money.",2023-08-26,Yes,3,very disappointed with this purchase worse than expected very frustrating poor quality and not worth the money,17,-1.0,Negative
R106056,P1026,Plus Coffee Maker,Home & Kitchen,4,Excellent product,Highly recommend this to everyone. great value for the price. durable and works as expected.,2024-07-07,Yes,5,highly recommend this to everyone great value for the price durable and works as expected,15,1.0,Positive
R106057,P1074,Classic Sneakers,Shoes,5,Great purchase!,Highly recommend this to everyone.,2023-06-22,Yes,0,highly recommend this to everyone,5,1.0,Positive
R106058,P1131,Classic Baby Monitor,Baby Products,4,Very satisfied,Super comfortable and stylish. impressive performance overall.,2024-01-24,Yes,4,super comfortable and stylish impressive performance overall,7,1.0,Positive
R106059,P1072,Compact Sandals,Shoes,5,Exceeded expectations,Exactly as described and works great.,2023-11-12,Yes,4,exactly as described and works great,6,0.833,Positive
R106060,P1030,Essential Face Serum,Beauty & Personal Care,4,Great purchase!,Easy to use and set up.,2023-08-10,Yes,1,easy to use and set up,6,0.833,Positive
R106061,P1010,Ultra Novel,Books,5,Excellent product,Absolutely love this product.,2025-11-02,Yes,10,absolutely love this product,4,1.0,Positive
R106062,P1179,Prime Memory Card,Video Games,4,Excellent product,Exactly as described and works great. durable and works as expected.,2025-11-17,No,7,exactly as described and works great durable and works as expected,11,0.909,Positive
R106063,P1100,Deluxe Car Vacuum,Automotive,4,Exceeded expectations,Fast shipping and well packaged. durable and works as expected.,2023-06-01,Yes,13,fast shipping and well packaged durable and works as expected,10,1.0,Positive
R106064,P1037,Deluxe Electric Razor,Beauty & Personal Care,5,Excellent product,Great value for the price. customer service was excellent.,2023-09-13,Yes,1,great value for the price customer service was excellent,9,1.0,Positive
R106065,P1098,Max Hand Sanitizer,Health & Household,5,Exceeded expectations,Impressive performance overall. best purchase i've made this year.,2023-07-28,No,0,impressive performance overall best purchase i've made this year,9,1.0,Positive
R106066,P1079,Essential Slippers,Shoes,4,Excellent product,Super comfortable and stylish. best purchase i've made this year.,2023-09-11,No,0,super comfortable and stylish best purchase i've made this year,10,1.0,Positive
R106067,P1080,Smart Coffee Beans,Grocery & Gourmet Food,2,Would not recommend,Flimsy material and poor stitching.,2023-08-21,Yes,1,flimsy material and poor stitching,5,-1.0,Negative
R106068,P1006,Classic Power Bank,Electronics,5,Highly recommend,Works perfectly and exceeded my expectations.,2023-05-07,Yes,2,works perfectly and exceeded my expectations,6,1.0,Positive
R106069,P1035,Essential Lip Balm Set,Beauty & Personal Care,2,Poor quality,Poor quality and not worth the money.,2025-04-04,Yes,5,poor quality and not worth the money,7,-0.714,Negative
R106070,P1136,Ultra Pacifier Set,Baby Products,5,Highly recommend,Impressive performance overall.,2024-08-16,Yes,9,impressive performance overall,3,1.0,Positive
R106071,P1064,Deluxe Jeans,Clothing,5,Highly recommend,Absolutely love this product. super comfortable and stylish. great value for the price.,2024-05-30,Yes,0,absolutely love this product super comfortable and stylish great value for the price,13,1.0,Positive
R106072,P1100,Deluxe Car Vacuum,Automotive,4,Highly recommend,Easy to use and set up. works perfectly and exceeded my expectations.,2023-11-20,Yes,3,easy to use and set up works perfectly and exceeded my expectations,12,1.0,Positive
R106073,P1035,Essential Lip Balm Set,Beauty & Personal Care,1,Poor quality,Does not work as advertised. regret buying this product.,2023-11-22,Yes,0,does not work as advertised regret buying this product,9,-0.556,Negative
R106074,P1108,Smart Dash Cam,Automotive,2,Not worth it,Flimsy material and poor stitching. broke after a few days of use.,2025-08-28,Yes,0,flimsy material and poor stitching broke after a few days of use,12,-1.0,Negative
R106075,P1079,Essential Slippers,Shoes,4,Highly recommend,Durable and works as expected.,2025-10-07,Yes,2,durable and works as expected,5,1.0,Positive
R106076,P1109,Max Dash Cam,Automotive,3,It's okay,Acceptable but could be improved. meets basic expectations.,2025-10-19,Yes,3,acceptable but could be improved meets basic expectations,8,0.0,Neutral
R106077,P1034,Max Lip Balm Set,Beauty & Personal Care,5,Very satisfied,Absolutely love this product.,2024-11-23,Yes,1,absolutely love this product,4,1.0,Positive
